Applicant_ID,default_status
Apcnt_1000032,0.30701405081635913
Apcnt_1000048,0.3899807038535002
Apcnt_1000052,0.3840518871183808
Apcnt_1000076,0.7425255858335892
Apcnt_1000080,0.1596128723778885
Apcnt_1000084,0.374221565405528
Apcnt_1000104,0.3779863563665523
Apcnt_1000116,0.6201790088887763
Apcnt_1000128,0.3831577361788959
Apcnt_1000156,0.3041008448455345
Apcnt_1000192,0.10994294721166523
Apcnt_1000208,0.019285823049698506
Apcnt_1000264,0.5950995722461835
Apcnt_1000288,0.040822163075297416
Apcnt_1000292,0.459577817186765
Apcnt_1000328,0.6657028023442174
Apcnt_1000336,0.3190933595317917
Apcnt_1000356,0.07517239669462739
Apcnt_1000368,0.11812645073194612
Apcnt_1000372,0.725991428409883
Apcnt_1000392,0.06766198194927119
Apcnt_1000396,0.08259223865813417
Apcnt_1000400,0.05411468944527894
Apcnt_1000416,0.2539806794241607
Apcnt_1000428,0.02255942284327178
Apcnt_1000440,0.03515444931440752
Apcnt_1000456,0.49461874664744876
Apcnt_1000472,0.04898087471826139
Apcnt_1000488,0.1443348203093197
Apcnt_1000492,0.07120911060558024
Apcnt_1000504,0.6776719027842018
Apcnt_1000516,0.2971286425116193
Apcnt_1000532,0.07646469284261222
Apcnt_1000552,0.21621349605975987
Apcnt_1000564,0.34628760645558876
Apcnt_1000576,0.7151672205363574
Apcnt_1000596,0.08082489396500986
Apcnt_1000620,0.10737903277039793
Apcnt_1000624,0.016251667531966066
Apcnt_1000636,0.005124786265524581
Apcnt_1000648,0.02999885358312878
Apcnt_1000668,0.03065478146874264
Apcnt_1000680,0.11641644790675636
Apcnt_1000696,0.04107999084023342
Apcnt_1000704,0.48003325316432754
Apcnt_1000724,0.04239257199233494
Apcnt_1000740,0.2630555097583871
Apcnt_1000744,0.012210856881610175
Apcnt_1000756,0.027460391478061823
Apcnt_1000768,0.005763505217861105
Apcnt_1000784,0.003152720786327872
Apcnt_1000796,0.004893419546088462
Apcnt_1000808,0.0022614505294894388
Apcnt_1000816,0.01903468087769866
Apcnt_1000820,0.005654482093560256
Apcnt_1000824,0.07293785261705499
Apcnt_1000856,0.6018589635822034
Apcnt_1000872,0.641343037305204
Apcnt_1000880,0.06582045849616094
Apcnt_1000904,0.23281370884863098
Apcnt_1000912,0.6388976589862158
Apcnt_1000920,0.7126513071389178
Apcnt_1000952,0.06600593762673342
Apcnt_1000960,0.09849207995471093
Apcnt_1000964,0.18457579664522392
Apcnt_1000968,0.017248674878251023
Apcnt_1000976,0.6964135818635999
Apcnt_1000984,0.5215934299126371
Apcnt_1000992,0.21284511014435897
Apcnt_1000996,0.4938804417374684
Apcnt_1001000,0.16816289015255262
Apcnt_1001008,0.08145379058869842
Apcnt_1001028,0.02280017267123676
Apcnt_1001032,0.48765750397782026
Apcnt_1001036,0.70805361775343
Apcnt_1001040,0.5394546349850239
Apcnt_1001048,0.6026793329346444
Apcnt_1001052,0.02927333394218627
Apcnt_1001068,0.7967889645269295
Apcnt_1001076,0.13927721038960134
Apcnt_1001080,0.1674023807231974
Apcnt_1001092,0.09746412417596342
Apcnt_1001120,0.6849003083972274
Apcnt_1001144,0.5852876558066862
Apcnt_1001148,0.16473220623547474
