store_id,item_id,wm_yr_wk,sell_price
WI_3,FOODS_3_644,11307,1.98
WI_3,FOODS_3_644,11308,1.98
WI_3,FOODS_3_644,11309,1.98
WI_3,FOODS_3_644,11310,1.98
WI_3,FOODS_3_644,11311,1.98
WI_3,FOODS_3_644,11312,1.58
WI_3,FOODS_3_644,11313,1.58
WI_3,FOODS_3_644,11314,1.58
WI_3,FOODS_3_644,11315,1.58
WI_3,FOODS_3_644,11316,1.58
WI_3,FOODS_3_644,11317,1.58
WI_3,FOODS_3_644,11318,1.58
WI_3,FOODS_3_644,11319,1.58
WI_3,FOODS_3_644,11320,1.58
WI_3,FOODS_3_644,11321,1.58
WI_3,FOODS_3_644,11322,1.58
WI_3,FOODS_3_644,11323,1.58
WI_3,FOODS_3_644,11324,1.58
WI_3,FOODS_3_644,11325,1.58
WI_3,FOODS_3_644,11326,1.58
WI_3,FOODS_3_644,11327,1.58
WI_3,FOODS_3_644,11328,1.58
WI_3,FOODS_3_644,11329,1.58
WI_3,FOODS_3_644,11330,1.58
WI_3,FOODS_3_644,11331,1.58
WI_3,FOODS_3_644,11332,1.58
WI_3,FOODS_3_644,11333,1.58
WI_3,FOODS_3_644,11334,1.58
WI_3,FOODS_3_644,11335,1.58
WI_3,FOODS_3_644,11336,1.58
WI_3,FOODS_3_644,11337,1.58
WI_3,FOODS_3_644,11338,1.58
WI_3,FOODS_3_644,11339,1.58
WI_3,FOODS_3_644,11340,1.58
WI_3,FOODS_3_644,11341,1.58
WI_3,FOODS_3_644,11342,1.58
WI_3,FOODS_3_644,11343,1.58
WI_3,FOODS_3_644,11344,1.58
WI_3,FOODS_3_644,11345,1.58
WI_3,FOODS_3_644,11346,1.58
WI_3,FOODS_3_644,11347,1.58
WI_3,FOODS_3_644,11348,1.58
WI_3,FOODS_3_644,11349,1.58
WI_3,FOODS_3_644,11350,1.58
WI_3,FOODS_3_644,11351,1.58
WI_3,FOODS_3_644,11352,1.58
WI_3,FOODS_3_644,11353,1.58
WI_3,FOODS_3_644,11401,1.68
WI_3,FOODS_3_644,11402,1.68
WI_3,FOODS_3_644,11403,1.68
WI_3,FOODS_3_644,11404,1.68
WI_3,FOODS_3_644,11405,1.68
WI_3,FOODS_3_644,11406,1.68
WI_3,FOODS_3_644,11407,1.68
WI_3,FOODS_3_644,11408,1.68
WI_3,FOODS_3_644,11409,1.68
WI_3,FOODS_3_644,11410,1.68
WI_3,FOODS_3_644,11411,1.68
WI_3,FOODS_3_644,11412,1.68
WI_3,FOODS_3_644,11413,1.68
WI_3,FOODS_3_644,11414,1.68
WI_3,FOODS_3_644,11415,1.68
WI_3,FOODS_3_644,11416,1.68
WI_3,FOODS_3_644,11417,1.68
WI_3,FOODS_3_644,11418,1.68
WI_3,FOODS_3_644,11419,1.68
WI_3,FOODS_3_644,11420,1.68
WI_3,FOODS_3_644,11421,1.68
WI_3,FOODS_3_644,11422,1.68
WI_3,FOODS_3_644,11423,1.68
WI_3,FOODS_3_644,11424,1.68
WI_3,FOODS_3_644,11425,1.68
WI_3,FOODS_3_644,11426,1.68
WI_3,FOODS_3_644,11427,1.68
WI_3,FOODS_3_644,11428,1.68
WI_3,FOODS_3_644,11429,1.68
WI_3,FOODS_3_644,11430,1.68
WI_3,FOODS_3_644,11431,1.68
WI_3,FOODS_3_644,11432,1.68
WI_3,FOODS_3_644,11433,1.68
WI_3,FOODS_3_644,11434,1.68
WI_3,FOODS_3_644,11435,1.68
WI_3,FOODS_3_644,11436,1.68
WI_3,FOODS_3_644,11437,1.68
WI_3,FOODS_3_644,11438,1.68
WI_3,FOODS_3_644,11439,1.68
WI_3,FOODS_3_644,11440,1.68
WI_3,FOODS_3_644,11441,1.68
WI_3,FOODS_3_644,11442,1.68
WI_3,FOODS_3_644,11443,1.68
WI_3,FOODS_3_644,11444,1.68
WI_3,FOODS_3_644,11445,1.68
WI_3,FOODS_3_644,11446,1.68
WI_3,FOODS_3_644,11447,1.68
WI_3,FOODS_3_644,11448,1.68
WI_3,FOODS_3_644,11449,1.68
WI_3,FOODS_3_644,11450,1.68
WI_3,FOODS_3_644,11451,1.68
WI_3,FOODS_3_644,11452,1.68
WI_3,FOODS_3_644,11501,1.68
WI_3,FOODS_3_644,11502,1.68
WI_3,FOODS_3_644,11503,1.68
WI_3,FOODS_3_644,11504,1.68
WI_3,FOODS_3_644,11505,1.68
WI_3,FOODS_3_644,11506,1.68
WI_3,FOODS_3_644,11507,1.68
WI_3,FOODS_3_644,11508,1.68
WI_3,FOODS_3_644,11509,1.68
WI_3,FOODS_3_644,11510,1.68
WI_3,FOODS_3_644,11511,1.68
WI_3,FOODS_3_644,11512,1.68
WI_3,FOODS_3_644,11513,1.68
WI_3,FOODS_3_644,11514,1.68
WI_3,FOODS_3_644,11515,1.68
WI_3,FOODS_3_644,11516,1.68
WI_3,FOODS_3_644,11517,1.68
WI_3,FOODS_3_644,11518,1.68
WI_3,FOODS_3_644,11519,1.68
WI_3,FOODS_3_644,11520,1.68
WI_3,FOODS_3_644,11521,1.68
WI_3,FOODS_3_644,11522,1.68
WI_3,FOODS_3_644,11523,1.68
WI_3,FOODS_3_644,11524,1.68
WI_3,FOODS_3_644,11525,1.68
WI_3,FOODS_3_644,11526,1.68
WI_3,FOODS_3_644,11527,1.68
WI_3,FOODS_3_644,11528,1.68
WI_3,FOODS_3_644,11529,1.68
WI_3,FOODS_3_644,11530,1.68
WI_3,FOODS_3_644,11531,1.68
WI_3,FOODS_3_644,11532,1.68
WI_3,FOODS_3_644,11533,1.68
WI_3,FOODS_3_644,11534,1.68
WI_3,FOODS_3_644,11535,1.68
WI_3,FOODS_3_644,11536,1.68
WI_3,FOODS_3_644,11537,1.68
WI_3,FOODS_3_644,11538,1.68
WI_3,FOODS_3_644,11539,1.68
WI_3,FOODS_3_644,11540,1.68
WI_3,FOODS_3_644,11541,1.68
WI_3,FOODS_3_644,11542,1.68
WI_3,FOODS_3_644,11543,1.68
WI_3,FOODS_3_644,11544,1.68
WI_3,FOODS_3_644,11545,1.68
WI_3,FOODS_3_644,11546,1.68
WI_3,FOODS_3_644,11547,1.68
WI_3,FOODS_3_644,11548,1.68
WI_3,FOODS_3_644,11549,1.68
WI_3,FOODS_3_644,11550,1.68
WI_3,FOODS_3_644,11551,1.68
WI_3,FOODS_3_644,11552,1.68
WI_3,FOODS_3_644,11601,1.68
WI_3,FOODS_3_644,11602,1.68
WI_3,FOODS_3_644,11603,1.68
WI_3,FOODS_3_644,11604,1.68
WI_3,FOODS_3_644,11605,1.68
WI_3,FOODS_3_644,11606,1.68
WI_3,FOODS_3_644,11607,1.68
WI_3,FOODS_3_644,11608,1.68
WI_3,FOODS_3_644,11609,1.68
WI_3,FOODS_3_644,11610,1.68
WI_3,FOODS_3_644,11611,1.68
WI_3,FOODS_3_644,11612,1.68
WI_3,FOODS_3_644,11613,1.68
WI_3,FOODS_3_644,11614,1.68
WI_3,FOODS_3_644,11615,1.68
WI_3,FOODS_3_644,11616,1.68
WI_3,FOODS_3_644,11617,1.68
WI_3,FOODS_3_644,11618,1.68
WI_3,FOODS_3_644,11619,1.68
WI_3,FOODS_3_644,11620,1.68
WI_3,FOODS_3_644,11621,1.68
WI_3,FOODS_3_645,11101,2.88
WI_3,FOODS_3_645,11102,2.88
WI_3,FOODS_3_645,11103,2.88
WI_3,FOODS_3_645,11104,2.88
WI_3,FOODS_3_645,11105,2.88
WI_3,FOODS_3_645,11106,2.88
WI_3,FOODS_3_645,11107,2.88
WI_3,FOODS_3_645,11108,2.88
WI_3,FOODS_3_645,11109,2.88
WI_3,FOODS_3_645,11110,2.88
WI_3,FOODS_3_645,11111,2.88
WI_3,FOODS_3_645,11112,2.88
WI_3,FOODS_3_645,11113,2.88
WI_3,FOODS_3_645,11114,2.88
WI_3,FOODS_3_645,11115,2.88
WI_3,FOODS_3_645,11116,2.38
WI_3,FOODS_3_645,11117,2.38
WI_3,FOODS_3_645,11118,2.38
WI_3,FOODS_3_645,11119,2.38
WI_3,FOODS_3_645,11120,2.38
WI_3,FOODS_3_645,11121,2.38
WI_3,FOODS_3_645,11122,2.38
WI_3,FOODS_3_645,11123,2.38
WI_3,FOODS_3_645,11124,2.38
WI_3,FOODS_3_645,11125,2.38
WI_3,FOODS_3_645,11126,2.38
WI_3,FOODS_3_645,11127,2.38
WI_3,FOODS_3_645,11128,2.38
WI_3,FOODS_3_645,11129,2.38
WI_3,FOODS_3_645,11130,2.38
WI_3,FOODS_3_645,11131,2.38
WI_3,FOODS_3_645,11132,2.38
WI_3,FOODS_3_645,11133,2.38
WI_3,FOODS_3_645,11134,2.38
WI_3,FOODS_3_645,11135,2.38
WI_3,FOODS_3_645,11136,2.38
WI_3,FOODS_3_645,11137,2.38
WI_3,FOODS_3_645,11138,2.38
WI_3,FOODS_3_645,11139,2.38
WI_3,FOODS_3_645,11140,2.38
WI_3,FOODS_3_645,11141,2.38
WI_3,FOODS_3_645,11142,2.38
WI_3,FOODS_3_645,11143,2.38
WI_3,FOODS_3_645,11144,2.38
WI_3,FOODS_3_645,11145,2.38
WI_3,FOODS_3_645,11146,2.38
WI_3,FOODS_3_645,11147,2.38
WI_3,FOODS_3_645,11148,2.38
WI_3,FOODS_3_645,11149,2.38
WI_3,FOODS_3_645,11150,2.38
WI_3,FOODS_3_645,11151,2.38
WI_3,FOODS_3_645,11152,2.38
WI_3,FOODS_3_645,11201,2.38
WI_3,FOODS_3_645,11202,2.38
WI_3,FOODS_3_645,11203,2.38
WI_3,FOODS_3_645,11204,2.38
WI_3,FOODS_3_645,11205,2.38
WI_3,FOODS_3_645,11206,2.38
WI_3,FOODS_3_645,11207,2.38
WI_3,FOODS_3_645,11208,2.38
WI_3,FOODS_3_645,11209,2.38
WI_3,FOODS_3_645,11210,2.38
WI_3,FOODS_3_645,11211,2.38
WI_3,FOODS_3_645,11212,2.38
WI_3,FOODS_3_645,11213,2.38
WI_3,FOODS_3_645,11214,2.38
WI_3,FOODS_3_645,11215,2.38
WI_3,FOODS_3_645,11216,2.38
WI_3,FOODS_3_645,11217,2.38
WI_3,FOODS_3_645,11218,2.38
WI_3,FOODS_3_645,11219,2.38
WI_3,FOODS_3_645,11220,2.38
WI_3,FOODS_3_645,11221,2.38
WI_3,FOODS_3_645,11222,2.38
WI_3,FOODS_3_645,11223,2.38
WI_3,FOODS_3_645,11224,2.38
WI_3,FOODS_3_645,11225,2.38
WI_3,FOODS_3_645,11226,2.38
WI_3,FOODS_3_645,11227,1.98
WI_3,FOODS_3_645,11228,1.98
WI_3,FOODS_3_645,11229,1.98
WI_3,FOODS_3_645,11230,1.98
WI_3,FOODS_3_645,11231,1.98
WI_3,FOODS_3_645,11232,1.98
WI_3,FOODS_3_645,11233,1.98
WI_3,FOODS_3_645,11234,1.98
WI_3,FOODS_3_645,11235,1.98
WI_3,FOODS_3_645,11236,1.98
WI_3,FOODS_3_645,11237,1.98
WI_3,FOODS_3_645,11238,1.98
WI_3,FOODS_3_645,11239,1.98
WI_3,FOODS_3_645,11240,1.98
WI_3,FOODS_3_645,11241,1.98
WI_3,FOODS_3_645,11242,1.98
WI_3,FOODS_3_645,11243,1.98
WI_3,FOODS_3_645,11244,1.98
WI_3,FOODS_3_645,11245,1.98
WI_3,FOODS_3_645,11246,1.98
WI_3,FOODS_3_645,11247,1.98
WI_3,FOODS_3_645,11248,1.98
WI_3,FOODS_3_645,11249,1.98
WI_3,FOODS_3_645,11250,1.98
WI_3,FOODS_3_645,11251,1.98
WI_3,FOODS_3_645,11252,1.98
WI_3,FOODS_3_645,11301,1.98
WI_3,FOODS_3_645,11302,1.98
WI_3,FOODS_3_645,11303,1.98
WI_3,FOODS_3_645,11304,1.98
WI_3,FOODS_3_645,11305,1.98
WI_3,FOODS_3_645,11306,1.98
WI_3,FOODS_3_645,11307,1.98
WI_3,FOODS_3_645,11308,1.98
WI_3,FOODS_3_645,11309,1.98
WI_3,FOODS_3_645,11310,1.98
WI_3,FOODS_3_645,11311,1.98
WI_3,FOODS_3_645,11312,2.38
WI_3,FOODS_3_645,11313,2.38
WI_3,FOODS_3_645,11314,2.38
WI_3,FOODS_3_645,11315,2.38
WI_3,FOODS_3_645,11316,2.38
WI_3,FOODS_3_645,11317,2.38
WI_3,FOODS_3_645,11318,2.38
WI_3,FOODS_3_645,11319,2.38
WI_3,FOODS_3_645,11320,2.38
WI_3,FOODS_3_645,11321,2.38
WI_3,FOODS_3_645,11322,2.38
WI_3,FOODS_3_645,11323,2.38
WI_3,FOODS_3_645,11324,2.38
WI_3,FOODS_3_645,11325,2.38
WI_3,FOODS_3_645,11326,2.38
WI_3,FOODS_3_645,11327,2.38
WI_3,FOODS_3_645,11328,2.38
WI_3,FOODS_3_645,11329,2.38
WI_3,FOODS_3_645,11330,2.38
WI_3,FOODS_3_645,11331,2.38
WI_3,FOODS_3_645,11332,2.38
WI_3,FOODS_3_645,11333,2.38
WI_3,FOODS_3_645,11334,2.38
WI_3,FOODS_3_645,11335,2.38
WI_3,FOODS_3_645,11336,2.38
WI_3,FOODS_3_645,11337,2.38
WI_3,FOODS_3_645,11338,2.38
WI_3,FOODS_3_645,11339,2.38
WI_3,FOODS_3_645,11340,2.38
WI_3,FOODS_3_645,11341,2.38
WI_3,FOODS_3_645,11342,2.38
WI_3,FOODS_3_645,11343,2.5
WI_3,FOODS_3_645,11344,2.5
WI_3,FOODS_3_645,11345,2.5
WI_3,FOODS_3_645,11346,2.5
WI_3,FOODS_3_645,11347,2.5
WI_3,FOODS_3_645,11348,2.5
WI_3,FOODS_3_645,11349,2.5
WI_3,FOODS_3_645,11350,2.5
WI_3,FOODS_3_645,11351,2.5
WI_3,FOODS_3_645,11352,2.5
WI_3,FOODS_3_645,11353,2.5
WI_3,FOODS_3_645,11401,2.5
WI_3,FOODS_3_645,11402,2.5
WI_3,FOODS_3_645,11403,2.5
WI_3,FOODS_3_645,11404,2.5
WI_3,FOODS_3_645,11405,2.5
WI_3,FOODS_3_645,11406,2.5
WI_3,FOODS_3_645,11407,2.5
WI_3,FOODS_3_645,11408,2.5
WI_3,FOODS_3_645,11409,2.5
WI_3,FOODS_3_645,11410,2.5
WI_3,FOODS_3_645,11411,2.5
WI_3,FOODS_3_645,11412,2.5
WI_3,FOODS_3_645,11413,2.5
WI_3,FOODS_3_645,11414,2.5
WI_3,FOODS_3_645,11415,2.5
WI_3,FOODS_3_645,11416,2.5
WI_3,FOODS_3_645,11417,2.5
WI_3,FOODS_3_645,11418,2.5
WI_3,FOODS_3_645,11419,2.5
WI_3,FOODS_3_645,11420,2.5
WI_3,FOODS_3_645,11421,2.5
WI_3,FOODS_3_645,11422,2.5
WI_3,FOODS_3_645,11423,2.5
WI_3,FOODS_3_645,11424,2.5
WI_3,FOODS_3_645,11425,2.5
WI_3,FOODS_3_645,11426,2.5
WI_3,FOODS_3_645,11427,2.5
WI_3,FOODS_3_645,11428,2.5
WI_3,FOODS_3_645,11429,2.5
WI_3,FOODS_3_645,11430,2.5
WI_3,FOODS_3_645,11431,2.5
WI_3,FOODS_3_645,11432,2.5
WI_3,FOODS_3_645,11433,2.5
WI_3,FOODS_3_645,11434,2.5
WI_3,FOODS_3_645,11435,2.5
WI_3,FOODS_3_645,11436,2.5
WI_3,FOODS_3_645,11437,2.5
WI_3,FOODS_3_645,11438,2.5
WI_3,FOODS_3_645,11439,2.5
WI_3,FOODS_3_645,11440,2.5
WI_3,FOODS_3_645,11441,2.5
WI_3,FOODS_3_645,11442,2.5
WI_3,FOODS_3_645,11443,2.5
WI_3,FOODS_3_645,11444,2.5
WI_3,FOODS_3_645,11445,2.5
WI_3,FOODS_3_645,11446,2.5
WI_3,FOODS_3_645,11447,2.5
WI_3,FOODS_3_645,11448,2.5
WI_3,FOODS_3_645,11449,2.5
WI_3,FOODS_3_645,11450,2.5
WI_3,FOODS_3_645,11451,2.5
WI_3,FOODS_3_645,11452,2.5
WI_3,FOODS_3_645,11501,2.5
WI_3,FOODS_3_645,11502,2.5
WI_3,FOODS_3_645,11503,2.5
WI_3,FOODS_3_645,11504,2.5
WI_3,FOODS_3_645,11505,2.5
WI_3,FOODS_3_645,11506,2.5
WI_3,FOODS_3_645,11507,2.5
WI_3,FOODS_3_645,11508,2.5
WI_3,FOODS_3_645,11509,2.5
WI_3,FOODS_3_645,11510,2.5
WI_3,FOODS_3_645,11511,2.5
WI_3,FOODS_3_645,11512,2.5
WI_3,FOODS_3_645,11513,2.5
WI_3,FOODS_3_645,11514,2.5
WI_3,FOODS_3_645,11515,2.5
WI_3,FOODS_3_645,11516,2.5
WI_3,FOODS_3_645,11517,2.5
WI_3,FOODS_3_645,11518,2.5
WI_3,FOODS_3_645,11519,2.5
WI_3,FOODS_3_645,11520,2.5
WI_3,FOODS_3_645,11521,2.5
WI_3,FOODS_3_645,11522,2.5
WI_3,FOODS_3_645,11523,2.5
WI_3,FOODS_3_645,11524,2.5
WI_3,FOODS_3_645,11525,2.5
WI_3,FOODS_3_645,11526,2.5
WI_3,FOODS_3_645,11527,2.5
WI_3,FOODS_3_645,11528,2.5
WI_3,FOODS_3_645,11529,2.5
WI_3,FOODS_3_645,11530,2.5
WI_3,FOODS_3_645,11531,2.5
WI_3,FOODS_3_645,11532,2.5
WI_3,FOODS_3_645,11533,2.5
WI_3,FOODS_3_645,11534,2.5
WI_3,FOODS_3_645,11535,2.5
WI_3,FOODS_3_645,11536,2.5
WI_3,FOODS_3_645,11537,2.5
WI_3,FOODS_3_645,11538,2.5
WI_3,FOODS_3_645,11539,2.5
WI_3,FOODS_3_645,11540,2.5
WI_3,FOODS_3_645,11541,2.5
WI_3,FOODS_3_645,11542,2.5
WI_3,FOODS_3_645,11543,2.5
WI_3,FOODS_3_645,11544,2.5
WI_3,FOODS_3_645,11545,2.5
WI_3,FOODS_3_645,11546,2.5
WI_3,FOODS_3_645,11547,2.5
WI_3,FOODS_3_645,11548,2.5
WI_3,FOODS_3_645,11549,2.5
WI_3,FOODS_3_645,11550,2.5
WI_3,FOODS_3_645,11551,2.5
WI_3,FOODS_3_645,11552,2.5
WI_3,FOODS_3_645,11601,2.5
WI_3,FOODS_3_645,11602,2.5
WI_3,FOODS_3_645,11603,2.5
WI_3,FOODS_3_645,11604,2.5
WI_3,FOODS_3_645,11605,2.5
WI_3,FOODS_3_645,11606,2.5
WI_3,FOODS_3_645,11607,2.5
WI_3,FOODS_3_645,11608,1.98
WI_3,FOODS_3_645,11609,1.98
WI_3,FOODS_3_645,11610,1.98
WI_3,FOODS_3_645,11611,1.98
WI_3,FOODS_3_645,11612,1.98
WI_3,FOODS_3_645,11613,1.98
WI_3,FOODS_3_645,11614,1.98
WI_3,FOODS_3_645,11615,1.98
WI_3,FOODS_3_645,11616,2.56
WI_3,FOODS_3_645,11617,2.56
WI_3,FOODS_3_645,11618,2.56
WI_3,FOODS_3_645,11619,2.56
WI_3,FOODS_3_645,11620,2.56
WI_3,FOODS_3_645,11621,2.56
WI_3,FOODS_3_646,11101,2.84
WI_3,FOODS_3_646,11102,2.5
WI_3,FOODS_3_646,11103,2.5
WI_3,FOODS_3_646,11104,2.5
WI_3,FOODS_3_646,11105,2.5
WI_3,FOODS_3_646,11106,2.84
WI_3,FOODS_3_646,11107,2.84
WI_3,FOODS_3_646,11108,2.84
WI_3,FOODS_3_646,11109,2.84
WI_3,FOODS_3_646,11110,2.84
WI_3,FOODS_3_646,11111,3.18
WI_3,FOODS_3_646,11112,3.18
WI_3,FOODS_3_646,11113,3.18
WI_3,FOODS_3_646,11114,3.18
WI_3,FOODS_3_646,11115,3.18
WI_3,FOODS_3_646,11116,3.18
WI_3,FOODS_3_646,11117,2.88
WI_3,FOODS_3_646,11118,2.88
WI_3,FOODS_3_646,11119,2.88
WI_3,FOODS_3_646,11120,2.88
WI_3,FOODS_3_646,11121,2.88
WI_3,FOODS_3_646,11122,2.88
WI_3,FOODS_3_646,11123,2.88
WI_3,FOODS_3_646,11124,2.88
WI_3,FOODS_3_646,11125,2.88
WI_3,FOODS_3_646,11126,2.88
WI_3,FOODS_3_646,11127,2.88
WI_3,FOODS_3_646,11128,2.68
WI_3,FOODS_3_646,11129,2.68
WI_3,FOODS_3_646,11130,2.68
WI_3,FOODS_3_646,11131,2.68
WI_3,FOODS_3_646,11132,2.68
WI_3,FOODS_3_646,11133,2.68
WI_3,FOODS_3_646,11134,2.68
WI_3,FOODS_3_646,11135,2.68
WI_3,FOODS_3_646,11136,2.68
WI_3,FOODS_3_646,11137,2.68
WI_3,FOODS_3_646,11138,2.68
WI_3,FOODS_3_646,11139,2.68
WI_3,FOODS_3_646,11140,2.68
WI_3,FOODS_3_646,11141,2.68
WI_3,FOODS_3_646,11142,2.68
WI_3,FOODS_3_646,11143,2.68
WI_3,FOODS_3_646,11144,2.68
WI_3,FOODS_3_646,11145,2.68
WI_3,FOODS_3_646,11146,2.68
WI_3,FOODS_3_646,11147,2.68
WI_3,FOODS_3_646,11148,2.68
WI_3,FOODS_3_646,11149,2.68
WI_3,FOODS_3_646,11150,2.68
WI_3,FOODS_3_646,11151,2.68
WI_3,FOODS_3_646,11152,2.68
WI_3,FOODS_3_646,11201,2.68
WI_3,FOODS_3_646,11202,2.68
WI_3,FOODS_3_646,11203,2.68
WI_3,FOODS_3_646,11204,2.68
WI_3,FOODS_3_646,11205,2.68
WI_3,FOODS_3_646,11206,2.68
WI_3,FOODS_3_646,11207,2.68
WI_3,FOODS_3_646,11208,2.68
WI_3,FOODS_3_646,11209,2.68
WI_3,FOODS_3_646,11210,2.68
WI_3,FOODS_3_646,11211,2.68
WI_3,FOODS_3_646,11212,2.68
WI_3,FOODS_3_646,11213,2.68
WI_3,FOODS_3_646,11214,2.68
WI_3,FOODS_3_646,11215,2.68
WI_3,FOODS_3_646,11216,2.68
WI_3,FOODS_3_646,11217,2.68
WI_3,FOODS_3_646,11218,2.68
WI_3,FOODS_3_646,11219,2.68
WI_3,FOODS_3_646,11220,2.68
WI_3,FOODS_3_646,11221,2.68
WI_3,FOODS_3_646,11222,2.68
WI_3,FOODS_3_646,11223,2.68
WI_3,FOODS_3_646,11224,2.68
WI_3,FOODS_3_646,11225,2.68
WI_3,FOODS_3_646,11226,2.68
WI_3,FOODS_3_646,11227,2.68
WI_3,FOODS_3_646,11228,2.68
WI_3,FOODS_3_646,11229,2.48
WI_3,FOODS_3_646,11230,2.48
WI_3,FOODS_3_646,11231,2.48
WI_3,FOODS_3_646,11232,2.48
WI_3,FOODS_3_646,11233,2.48
WI_3,FOODS_3_646,11234,2.48
WI_3,FOODS_3_646,11235,2.48
WI_3,FOODS_3_646,11236,2.48
WI_3,FOODS_3_646,11237,2.48
WI_3,FOODS_3_646,11238,2.48
WI_3,FOODS_3_646,11239,2.48
WI_3,FOODS_3_646,11240,2.48
WI_3,FOODS_3_646,11241,2.48
WI_3,FOODS_3_646,11242,2.48
WI_3,FOODS_3_646,11243,2.48
WI_3,FOODS_3_646,11244,2.48
WI_3,FOODS_3_646,11245,2.48
WI_3,FOODS_3_646,11246,2.48
WI_3,FOODS_3_646,11247,2.48
WI_3,FOODS_3_646,11248,2.48
WI_3,FOODS_3_646,11249,2.48
WI_3,FOODS_3_646,11250,2.48
WI_3,FOODS_3_646,11251,2.48
WI_3,FOODS_3_646,11252,2.48
WI_3,FOODS_3_646,11301,2.48
WI_3,FOODS_3_646,11302,2.48
WI_3,FOODS_3_646,11303,2.48
WI_3,FOODS_3_646,11304,2.48
WI_3,FOODS_3_646,11305,2.48
WI_3,FOODS_3_646,11306,2.48
WI_3,FOODS_3_646,11307,2.48
WI_3,FOODS_3_646,11308,2.48
WI_3,FOODS_3_646,11309,2.48
WI_3,FOODS_3_646,11310,2.48
WI_3,FOODS_3_646,11311,2.48
WI_3,FOODS_3_646,11312,2.48
WI_3,FOODS_3_646,11313,2.48
WI_3,FOODS_3_646,11314,2.48
WI_3,FOODS_3_646,11315,2.48
WI_3,FOODS_3_646,11316,2.48
WI_3,FOODS_3_646,11317,2.48
WI_3,FOODS_3_646,11318,2.48
WI_3,FOODS_3_646,11319,2.48
WI_3,FOODS_3_646,11320,2.48
WI_3,FOODS_3_646,11321,2.48
WI_3,FOODS_3_646,11322,2.48
WI_3,FOODS_3_646,11323,2.48
WI_3,FOODS_3_646,11324,2.48
WI_3,FOODS_3_646,11325,2.48
WI_3,FOODS_3_646,11326,2.48
WI_3,FOODS_3_646,11327,2.48
WI_3,FOODS_3_646,11328,2.48
WI_3,FOODS_3_646,11329,2.48
WI_3,FOODS_3_646,11330,2.48
WI_3,FOODS_3_646,11331,2.48
